index,source,target
9926,ヴォルガノス亜種を体現した{j}頭防具。その荘厳なる風格で、{j}獲物を恐怖の淵に叩き落とす。,Head armor that embodies{j}Volganos Subspecies. Its majestic dignity{j}casts prey into an abyss of fear.
9927,ヴォルガノス亜種を体現した{j}頭防具。その荘厳なる風格で、{j}獲物を恐怖の淵に叩き落とす。,Head armor that embodies{j}Volganos Subspecies. Its majestic dignity{j}casts prey into an abyss of fear.
9928,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9929,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9930,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9931,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9932,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9933,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9934,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9935,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9936,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9937,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9938,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9939,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9940,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9941,天廊にて発見された古代人の{j}技術を利用し造りあげた{j}頭防具。{c19}≪天廊防具≫{/c},"Crafted using the ancient{j}technology discovered in the Sky Corridor, this{j}head armor.{c19}≪Sky Corridor Armor≫{/c}"
9942,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪剛種防具≫{/c},"Crafted{j}by techniques handed down from the Eastern lands, this Head armor{j}exudes the stately presence of the Floating Peak Dragon.{c02}≪Gou Armor≫{/c}"
9943,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪天嵐防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Tenran Armor≫{/c}"
9944,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪覇種防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Supremacy Armor≫{/c}"
9945,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪Ｇ級覇種≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪G-Rank Supremacy≫{/c}"
9946,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪烈種防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Burst Armor≫{/c}"
9947,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪始種防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Origin Armor≫{/c}"
9948,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪剛種防具≫{/c},"Crafted{j}by techniques handed down from the Eastern lands, this Head armor{j}exudes the stately presence of the Floating Peak Dragon.{c02}≪Gou Armor≫{/c}"
9949,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪天嵐防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Tenran Armor≫{/c}"
9950,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪覇種防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Supremacy Armor≫{/c}"
9951,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪Ｇ級覇種≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪G-Rank Supremacy≫{/c}"
9952,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪烈種防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Burst Armor≫{/c}"
9953,東の国伝来の手法により造ら{j}れた浮峰龍の堂々たる風格の{j}漂う頭防具。{c02}≪始種防具≫{/c},"Head armor forged{j}by techniques handed down in the Eastern lands,{j}imbued with the majestic air of the Floating Peak Dragon.{c02}≪Origin Armor≫{/c}"
9954,白一角竜の素材を使用した頭{j}防具。堅固な装いは強靭なハ{j}ンターたる証とされている。,Head Armor crafted from White Monoblos{j}materials. Its sturdy build is said to{j}prove the wearer a stalwart Hunter.
9955,白一角竜の素材を使用した頭{j}防具。堅固な装いは強靭なハ{j}ンターたる証とされている。,Head Armor crafted from White Monoblos{j}materials. Its sturdy build is said to{j}prove the wearer a stalwart Hunter.
9956,白一角竜の素材を使用した頭{j}防具。堅固な装いは強靭なハ{j}ンターたる証とされている。,Head Armor crafted from White Monoblos{j}materials. Its sturdy build is said to{j}prove the wearer a stalwart Hunter.
9957,白一角竜の素材を使用した頭{j}防具。堅固な装いは強靭なハ{j}ンターたる証とされている。,Head Armor crafted from White Monoblos{j}materials. Its sturdy build is said to{j}prove the wearer a stalwart Hunter.
9958,白一角竜の素材を使用した頭{j}防具。堅固な装いは強靭なハ{j}ンターたる証とされている。,Head Armor crafted from White Monoblos{j}materials. Its sturdy build is said to{j}prove the wearer a stalwart Hunter.
9959,白一角竜の素材を使用した頭{j}防具。堅固な装いは強靭なハ{j}ンターたる証とされている。,Head Armor crafted from White Monoblos{j}materials. Its sturdy build is said to{j}prove the wearer a stalwart Hunter.
9960,黒角竜の厚い甲殻を使用した{j}頭防具。他者を圧倒する存在{j}感が、強者の威厳を漂わせる。,Head armor made from Black Diablos{j}carapace. Its overwhelming presence exudes{j}the dignity of the strong.
9961,黒角竜の厚い甲殻を使用した{j}頭防具。他者を圧倒する存在{j}感が、強者の威厳を漂わせる。,Head armor made from Black Diablos{j}carapace. Its overwhelming presence exudes{j}the dignity of the strong.
9962,黒角竜の厚い甲殻を使用した{j}頭防具。他者を圧倒する存在{j}感が、強者の威厳を漂わせる。,Head armor made from Black Diablos{j}carapace. Its overwhelming presence exudes{j}the dignity of the strong.
9963,黒角竜の厚い甲殻を使用した{j}頭防具。他者を圧倒する存在{j}感が、強者の威厳を漂わせる。,Head armor made from Black Diablos{j}carapace. Its overwhelming presence exudes{j}the dignity of the strong.
9964,黒角竜の厚い甲殻を使用した{j}頭防具。他者を圧倒する存在{j}感が、強者の威厳を漂わせる。,Head armor made from Black Diablos{j}carapace. Its overwhelming presence exudes{j}the dignity of the strong.
9965,黒角竜の厚い甲殻を使用した{j}頭防具。他者を圧倒する存在{j}感が、強者の威厳を漂わせる。,Head armor made from Black Diablos{j}carapace. Its overwhelming presence exudes{j}the dignity of the strong.
9966,不思議な力が宿る頭防具。{j}身に纏う者の能力を高める。{j}{c02}≪始種防具≫{/c},Head armor imbued with mysterious power.{j}Enhances the wearer's abilities.{j}{c02}≪Origin Armor≫{/c}
9967,不思議な力が宿る頭防具。{j}身に纏う者の能力を高める。{j}{c02}≪始種防具≫{/c},Head armor imbued with mysterious power.{j}Enhances the wearer's abilities.{j}{c02}≪Origin Armor≫{/c}
9968,緋色の山と恐れられた、弩岩竜{j}の巨力が宿る頭防具。猛々しい{j}風格が漂う。{c02}≪始種防具≫{/c},"Head armor imbued with the mighty power of the Dyuragaua{j}, feared as the Scarlet Mountain. It gives off a ferocious{j}aura.{c02}≪Origin Armor≫{/c}"
9969,緋色の山と恐れられた、弩岩竜{j}の巨力が宿る頭防具。猛々しい{j}風格が漂う。{c02}≪始種防具≫{/c},"Head armor imbued with the mighty power of the Dyuragaua{j}, feared as the Scarlet Mountain. It gives off a ferocious{j}aura.{c02}≪Origin Armor≫{/c}"
9970,随所に散りばめられた、{j}雅翁龍の黒鱗が重圧感を{j}漂わす頭防具。{c02}≪始種防具≫{/c},"Head Armor scattered here and there, with{j}the black scales of the Elegant Elder Dragon giving off an oppressive presence{j}.{c02}≪Origin Armor≫{/c}"
9971,随所に散りばめられた、{j}雅翁龍の黒鱗が重圧感を{j}漂わす頭防具。{c02}≪始種防具≫{/c},"Head Armor scattered here and there, with{j}the black scales of the Elegant Elder Dragon giving off an oppressive presence{j}.{c02}≪Origin Armor≫{/c}"
9972,恐暴竜の硬質な皮をなめして{j}作られた頭用装備。{c04}≪遷悠{j}防具：餓狼+2≫{/c},Head equipment{j}made by tanning the hard hide of Deviljho.{c04}≪Exotic Armor:{j}Starving Wolf+2≫{/c}
9973,恐暴竜の硬質な皮をなめして{j}作られた頭用装備。{c04}≪遷悠{j}防具：餓狼+2≫{/c},Head equipment{j}made by tanning the hard hide of Deviljho.{c04}≪Exotic Armor:{j}Starving Wolf+2≫{/c}
9974,恐暴竜の硬質な皮をなめして{j}作られた頭用装備。{c04}≪遷悠{j}防具：餓狼+2≫{/c},Head equipment{j}made by tanning the hard hide of Deviljho.{c04}≪Exotic Armor:{j}Starving Wolf+2≫{/c}
9975,恐暴竜の硬質な皮をなめして{j}作られた頭用装備。{c04}≪遷悠{j}防具：餓狼+2≫{/c},Head equipment{j}made by tanning the hard hide of Deviljho.{c04}≪Exotic Armor:{j}Starving Wolf+2≫{/c}
9976,異様な外観が特徴の頭用装備。{j}{c04}≪遷悠防具：餓狼+2≫{/c},Head armor distinguished by its bizarre appearance.{j}{c04}≪Exotic Armor: Starving Wolf+2≫{/c}
9977,異様な外観が特徴の頭用装備。{j}{c04}≪遷悠防具：餓狼+2≫{/c},Head armor distinguished by its bizarre appearance.{j}{c04}≪Exotic Armor: Starving Wolf+2≫{/c}
9978,異様な外観が特徴の頭用装備。{j}{c04}≪遷悠防具：餓狼+2≫{/c},Head armor distinguished by its bizarre appearance.{j}{c04}≪Exotic Armor: Starving Wolf+2≫{/c}
9979,異様な外観が特徴の頭用装備。{j}{c04}≪遷悠防具：餓狼+2≫{/c},Head armor distinguished by its bizarre appearance.{j}{c04}≪Exotic Armor: Starving Wolf+2≫{/c}
9980,かく乱を目的として作られた{j}頭防具。内部のしなやかな{j}肌触りが人気を呼んでいる。,Created for the purpose of sowing{j}confusion Head armor. The supple interior{j}Its feel against the skin is popular.
9981,かく乱を目的として作られた{j}頭防具。内部のしなやかな{j}肌触りが人気を呼んでいる。,Created for the purpose of sowing{j}confusion Head armor. The supple interior{j}Its feel against the skin is popular.
9982,かく乱を目的として作られた{j}頭防具。内部のしなやかな{j}肌触りが人気を呼んでいる。,Created for the purpose of sowing{j}confusion Head armor. The supple interior{j}Its feel against the skin is popular.
9983,かく乱を目的として作られた{j}頭防具。{j}{c11}≪狩護防具≫{/c},Created to sow confusion{j}Head armor.{j}{c11}≪Hunting Guard Armor≫{/c}
9984,かく乱を目的として作られた{j}頭防具。{j}{c11}≪Ｇ級狩護≫{/c},Created to sow confusion{j}Head armor.{j}{c11}≪G-Rank Hunting Guard≫{/c}
9985,かく乱を目的として作られた{j}頭防具。{j}{c11}≪Ｇ級狩護≫{/c},Created to sow confusion{j}Head armor.{j}{c11}≪G-Rank Hunting Guard≫{/c}
9986,かく乱を目的として作られた{j}頭防具。内部のしなやかな{j}肌触りが人気を呼んでいる。,Created for the purpose of sowing{j}confusion Head armor. The supple interior{j}Its feel against the skin is popular.
9987,かく乱を目的として作られた{j}頭防具。内部のしなやかな{j}肌触りが人気を呼んでいる。,Created for the purpose of sowing{j}confusion Head armor. The supple interior{j}Its feel against the skin is popular.
9988,かく乱を目的として作られた{j}頭防具。内部のしなやかな{j}肌触りが人気を呼んでいる。,Created for the purpose of sowing{j}confusion Head armor. The supple interior{j}Its feel against the skin is popular.
9989,かく乱を目的として作られた{j}頭防具。{j}{c11}≪狩護防具≫{/c},Created to sow confusion{j}Head armor.{j}{c11}≪Hunting Guard Armor≫{/c}
9990,かく乱を目的として作られた{j}頭防具。{j}{c11}≪Ｇ級狩護≫{/c},Created to sow confusion{j}Head armor.{j}{c11}≪G-Rank Hunting Guard≫{/c}
9991,かく乱を目的として作られた{j}頭防具。{j}{c11}≪Ｇ級狩護≫{/c},Created to sow confusion{j}Head armor.{j}{c11}≪G-Rank Hunting Guard≫{/c}
9992,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9993,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9994,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9995,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9996,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9997,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9998,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
9999,絶大なる力を持つ砕竜の力が{j}込められた兜。{j}{c04}≪遷悠防具：ボマー≫{/c},A helm imbued with{j}the mighty power of Brachydios.{j}{c04}≪Exotic Armor: Bomber≫{/c}
10000,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪剛種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Gou Armor≫{/c}"
10001,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪天嵐防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Tenran Armor≫{/c}"
10002,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪覇種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Supremacy Armor≫{/c}"
10003,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪Ｇ級覇種≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪G-Rank Supremacy≫{/c}"
10004,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪烈種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Burst Armor≫{/c}"
10005,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪始種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Origin Armor≫{/c}"
10006,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪剛種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Gou Armor≫{/c}"
10007,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪天嵐防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Tenran Armor≫{/c}"
10008,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪覇種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Supremacy Armor≫{/c}"
10009,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪Ｇ級覇種≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪G-Rank Supremacy≫{/c}"
10010,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪烈種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Burst Armor≫{/c}"
10011,その身軽さに誰もが驚嘆する{j}という照雷鳥の頭防具。{j}{c02}≪始種防具≫{/c},"Head Armor of the Thunderbird{j}, whose nimbleness amazes all.{j}{c02}≪Origin Armor≫{/c}"
10012,照雷鳥の如く、素早く、{j}軽快に、狩猟することを{j}目的として作られた頭防具。,Head armor made for the{j}purpose of hunting swiftly and{j}nimbly like a Thunderbird.
10013,照雷鳥の如く、素早く、{j}軽快に、狩猟することを{j}目的として作られた頭防具。,Head armor made for the{j}purpose of hunting swiftly and{j}nimbly like a Thunderbird.
10014,照雷鳥の如く、素早く、{j}軽快に、狩猟することを{j}目的として作られた頭防具。,Head armor made for the{j}purpose of hunting swiftly and{j}nimbly like a Thunderbird.
10015,照雷鳥の如く、素早く、{j}軽快に、狩猟することを{j}目的として作られた頭防具。,Head armor made for the{j}purpose of hunting swiftly and{j}nimbly like a Thunderbird.
10016,照雷鳥の如く、素早く、{j}軽快に、狩猟することを{j}目的として作られた頭防具。,Head armor made for the{j}purpose of hunting swiftly and{j}nimbly like a Thunderbird.
10017,照雷鳥の如く、素早く、{j}軽快に、狩猟することを{j}目的として作られた頭防具。,Head armor made for the{j}purpose of hunting swiftly and{j}nimbly like a Thunderbird.
10018,棘茶竜の素材をより強固に{j}し、耐久性を増加させた{j}頭防具。,"Head armor that uses to make Espinas{j}Subspecies materials more solid,{j}increasing durability."
10019,棘茶竜の素材をより強固に{j}し、耐久性を増加させた{j}頭防具。,"Head armor that uses to make Espinas{j}Subspecies materials more solid,{j}increasing durability."
10020,棘茶竜の素材をより強固に{j}し、耐久性を増加させた{j}頭防具。,"Head armor that uses to make Espinas{j}Subspecies materials more solid,{j}increasing durability."
10021,棘茶竜の素材をより強固に{j}し、耐久性を増加させた{j}頭防具。,"Head armor that uses to make Espinas{j}Subspecies materials more solid,{j}increasing durability."
10022,棘茶竜の素材をより強固に{j}し、耐久性を増加させた{j}頭防具。,"Head armor that uses to make Espinas{j}Subspecies materials more solid,{j}increasing durability."
10023,棘茶竜の素材をより強固に{j}し、耐久性を増加させた{j}頭防具。,"Head armor that uses to make Espinas{j}Subspecies materials more solid,{j}increasing durability."
10024,紅溶岩竜の魂が宿る頭防具。{j}その熱き魂は狩人の心に{j}まで響くという。,Head armor inhabited by the soul of the{j}Crimson Lavasioth. Its burning soul is{j}said to echo deep into the Hunter's heart.
10025,紅溶岩竜の魂が宿る頭防具。{j}その熱き魂は狩人の心に{j}まで響くという。,Head armor inhabited by the soul of the{j}Crimson Lavasioth. Its burning soul is{j}said to echo deep into the Hunter's heart.
10026,紅溶岩竜の魂が宿る頭防具。{j}その熱き魂は狩人の心に{j}まで響くという。,Head armor inhabited by the soul of the{j}Crimson Lavasioth. Its burning soul is{j}said to echo deep into the Hunter's heart.
10027,紅溶岩竜の魂が宿る頭防具。{j}その熱き魂は狩人の心に{j}まで響くという。,Head armor inhabited by the soul of the{j}Crimson Lavasioth. Its burning soul is{j}said to echo deep into the Hunter's heart.
10028,紅溶岩竜の魂が宿る頭防具。{j}その熱き魂は狩人の心に{j}まで響くという。,Head armor inhabited by the soul of the{j}Crimson Lavasioth. Its burning soul is{j}said to echo deep into the Hunter's heart.
10029,紅溶岩竜の魂が宿る頭防具。{j}その熱き魂は狩人の心に{j}まで響くという。,Head armor inhabited by the soul of the{j}Crimson Lavasioth. Its burning soul is{j}said to echo deep into the Hunter's heart.
10030,大巌竜の素材を用いた頭用{j}防具。狩人と共に進化し{j}続ける、職人の技術の結晶。,"Head Armor crafted from Great Rock Dragon{j}materials. A crystallization of artisan{j}skill, ever evolving alongside hunters."
10031,大巌竜の素材を用いた頭用{j}防具。狩人と共に進化し{j}続ける、職人の技術の結晶。,"Head Armor crafted from Great Rock Dragon{j}materials. A crystallization of artisan{j}skill, ever evolving alongside hunters."
10032,大巌竜の素材を用いた頭用{j}防具。狩人と共に進化し{j}続ける、職人の技術の結晶。,"Head Armor crafted from Great Rock Dragon{j}materials. A crystallization of artisan{j}skill, ever evolving alongside hunters."
10033,大巌竜の素材を用いた頭用{j}防具。大巌竜を思わせる{j}強靭的な耐久力をもつ。,Head armor made from Great Boulder Dragon{j}materials. It has formidable durability{j}reminiscent of the Great Boulder Dragon.
10034,大巌竜の素材を用いた頭用{j}防具。大巌竜を思わせる{j}強靭的な耐久力をもつ。,Head armor made from Great Boulder Dragon{j}materials. It has formidable durability{j}reminiscent of the Great Boulder Dragon.
10035,大巌竜の素材を用いた頭用{j}防具。大巌竜を思わせる{j}強靭的な耐久力をもつ。,Head armor made from Great Boulder Dragon{j}materials. It has formidable durability{j}reminiscent of the Great Boulder Dragon.
10036,大巌竜の素材を用いた頭用{j}防具。大地を揺るがした大巌{j}竜の息吹が感じられる。,Head armor made from Great Boulder Dragon{j}materials. You can feel the breath of the{j}Great Boulder Dragon that shook the earth.
10037,大巌竜の素材を用いた頭用{j}防具。大巌竜の息吹が感じ{j}られる。{c11}≪狩護防具≫{/c},Head{j}armor made from Great Boulder Dragon materials. The breath of the Great Boulder Dragon can be{j}felt.{c11}≪Hunting Guard Armor≫{/c}
10038,大巌竜の素材を用いた頭用{j}防具。常に新たな狩猟を求め{j}る狩人へ向けられた逸品。,Head Armor crafted from Great Rock Dragon{j}materials. A gem meant for hunters forever{j}seeking new prey.
10039,大巌竜の素材を用いた頭用{j}防具。常に新たな狩猟を求め{j}る狩人へ向けられた逸品。,Head Armor crafted from Great Rock Dragon{j}materials. A gem meant for hunters forever{j}seeking new prey.
10040,大巌竜の素材を用いた頭用{j}防具。常に新たな狩猟を求め{j}る狩人へ向けられた逸品。,Head Armor crafted from Great Rock Dragon{j}materials. A gem meant for hunters forever{j}seeking new prey.
10041,大巌竜の素材を用いた頭用{j}防具。ほのかな温かさがあり、{j}大巌竜の魂を感じられる。,"Head{j}armor made from Great Boulder Dragon materials. It has a faint warmth,{j}and you can feel the soul of the Great Boulder Dragon."
10042,大巌竜の素材を用いた頭用{j}防具。大巌竜の魂を感じら{j}れる。{c11}≪狩護防具≫{/c},Head{j}armor made from Great Boulder Dragon materials. The soul of the Great Boulder Dragon can be{j}felt.{c11}≪Hunting Guard Armor≫{/c}
10043,大巌竜の素材を用いた頭用{j}防具。進化し続ける狩人を{j}圧倒的耐久力で保護する。,Head Armor crafted from Great Rock Dragon{j}materials. Its overwhelming durability{j}shields the ever-evolving hunter.
10044,大巌竜の素材を用いた頭用{j}防具。進化し続ける狩人を{j}圧倒的耐久力で保護する。,Head Armor crafted from Great Rock Dragon{j}materials. Its overwhelming durability{j}shields the ever-evolving hunter.
10045,大巌竜の素材を用いた頭用{j}防具。進化し続ける狩人を{j}圧倒的耐久力で保護する。,Head Armor crafted from Great Rock Dragon{j}materials. Its overwhelming durability{j}shields the ever-evolving hunter.
10046,大巌竜の素材を用いた頭用{j}防具。屈強な精神を持つ{j}勇者のみ与えられる。,Head Armor crafted from Great Rock Dragon{j}materials. Given only to heroes with an{j}unyielding spirit.
10047,大巌竜の素材を用いた頭用{j}防具。屈強な精神を持つ{j}勇者のみ与えられる。,Head Armor crafted from Great Rock Dragon{j}materials. Given only to heroes with an{j}unyielding spirit.
10048,大巌竜の素材を用いた頭用{j}防具。屈強な精神を持つ{j}勇者のみ与えられる。,Head Armor crafted from Great Rock Dragon{j}materials. Given only to heroes with an{j}unyielding spirit.
10049,大巌竜の素材を用いた頭用{j}防具。数多の狩猟を乗り{j}越えた者だけが手にできる。,Head Armor crafted from Great Rock Dragon{j}materials. Only those who have cleared{j}countless hunts may claim it.
10050,大巌竜の素材を用いた頭用{j}防具。数多の狩猟を乗り{j}越えた者だけが手にできる。,Head Armor crafted from Great Rock Dragon{j}materials. Only those who have cleared{j}countless hunts may claim it.
10051,大巌竜の素材を用いた頭用{j}防具。数多の狩猟を乗り{j}越えた者だけが手にできる。,Head Armor crafted from Great Rock Dragon{j}materials. Only those who have cleared{j}countless hunts may claim it.
10052,蒼白眠鳥の素材を独特な{j}デザインへと造り上げた{j}頭防具。,Head Armor crafted from Pale Hypnocatrice{j}materials into a unique design.{j}
10053,蒼白眠鳥の素材を独特な{j}デザインへと造り上げた{j}頭防具。,Head Armor crafted from Pale Hypnocatrice{j}materials into a unique design.{j}
10054,蒼白眠鳥の素材を独特な{j}デザインへと造り上げた{j}頭防具。,Head Armor crafted from Pale Hypnocatrice{j}materials into a unique design.{j}
10055,蒼白眠鳥の素材を独特な{j}デザインへと造り上げた{j}頭防具。,Head Armor crafted from Pale Hypnocatrice{j}materials into a unique design.{j}
10056,蒼白眠鳥の素材を独特な{j}デザインへと造り上げた{j}頭防具。,Head Armor crafted from Pale Hypnocatrice{j}materials into a unique design.{j}
10057,蒼白眠鳥の素材を独特な{j}デザインへと造り上げた{j}頭防具。,Head Armor crafted from Pale Hypnocatrice{j}materials into a unique design.{j}
10058,雷轟竜の素材を魅惑的に{j}昇華させた頭防具。{j}職人会心の出来。,Head armor crafted by bewitchingly{j}sublimating Thunderclap Dragon materials.{j}Artisan's masterpiece.
