index,source,target
211,伝説の龍殺しの大剣。{j}〜雄志を以て我を振るう者{j}　　龍鱗を薄衣と為さん　〜,A legendary dragon-slaying Great Sword.{j}~He who wields me with noble ambition{j}Let dragon scales be as a thin robe~
212,スカルクラッシュ強化版。{j}ディアブロスの尾が、ハンマ{j}ーになって再現された逸品。,Upgraded Skull Crash. A masterpiece that recreates{j}Diablos's tail as a{j}hammer.
213,工房で使用していた魂の宿る{j}金床を、ハンマーに改造した{j}もの。斬れ味の安定は随一。,"An anvil that houses a soul and was used in the{j}Workshop, remodeled into a Hammer. Its sharpness{j}stability is second to none."
214,雷光虫の放電でモンスターを{j}ショック状態にして、麻痺さ{j}せる特殊な構造の鎚。,A Hammer of special design that uses{j}Thunderbug discharges to Shock monsters{j}and paralyze them.
215,もの言わぬ巨大な拳骨。{j}いにしえより漢の勝負は言葉{j}ではなく拳でと決まっている。,"A giant fist that says nothing. Since ancient{j}times, a man's duel has been decided not by words{j}but by fists."
216,傭兵団≪鉄騎≫の親衛隊専用{j}の槍。傭兵団の真の目的は{j}竜操術の捜索という噂。,A spear{j}for the elite guard of the mercenary band ≪Iron Cavalry≫. The band's true goal is rumoured to be{j}the search for dragon control arts.
217,グラビモスから採れる睡眠袋{j}を仕込み、水刃の中に溶け込{j}ませて、睡眠効果を得た槍。,A lance made by embedding a Sleep Sac{j}obtained from Gravios and dissolving{j}it into its water blade to gain a sleep effect.
218,雄火竜リオレウスの尻尾から{j}加工された槍。刀身は細いが、{j}高熱の炎を噴きだす炎槍。,"A lance worked from the tail of the male fire{j}wyvern Rathalos. The blade is slender, yet it spews{j}searing flame."
219,邪龍ミラボレアスを祀る神器。{j}〜大地の龍脈より命を受け　{j}　御神体の東門へ注ぐ者也〜,"Sacred treasure enshrining Evil Fatalis.{j}~By earth's dragon veins ordained,{j}it flows to the East Gate.~"
220,イャンクックの耳を薬品で{j}固め刃として加工。見た者の{j}心を潤す愛らしい双剣。,Yian Kut-Ku ears hardened with chemicals and{j}processed into blades. Adorable Dual Blades that{j}soothe the hearts of those who see them.
221,攻撃力は低めだが、炎の威力{j}は素材の持つ力を充分に引き{j}出す事に成功している。業物。,"Attack is somewhat low, but the flame's power{j}succeeds in fully drawing out{j}the strength of its materials. A masterwork."
222,邪龍ミラボレアスを祀る神器。{j}〜大地の龍脈より命を受け　{j}　御神体の北門へ注ぐ者也〜,"Sacred treasure enshrining Evil Fatalis.{j}~By earth's dragon veins ordained,{j}it flows to the North Gate.~"
223,権力者の依頼で危険な冒険に{j}出る際に授けられた剣。特殊{j}な加工で刀身に水気をおびる。,A sword granted to one setting out on a dangerous{j}adventure at the request of the powerful. Special{j}treatment gives the blade a sheen of moisture.
224,街のギルドの女性たちに愛好{j}されているクマのぬいぐるみ。{j}一緒に寝れば熟睡間違いなし。,A teddy bear adored{j}by the women of the town guild.{j}Sleep beside it for a guaranteed sound sleep.
225,旅の名工・森ジジが考案した{j}宝石細工の槍。実用性も高い{j}逸品。,"A Lance of jeweled craftsmanship devised by the{j}famed traveling artisan, Old Man Mori. A fine piece{j}with high practicality as well."
226,刃渡りは短く刀身も細身なが{j}ら、そのあまりの斬れ味ゆえ{j}に飛竜戦でも活躍する小刀。,"Though its blade is short and slender,{j}its edge is so keen that{j}it proves its worth even in wyvern battles."
227,金色の雷棍。表面に巻かれた{j}金獅子の体毛に宿りし雷は、{j}触れたものを遍く斬り裂く。,A golden thunder rod. The lightning dwelling in{j}the Golden Lion's fur wound around its surface{j}cuts apart all it touches.
228,巨大、かつ超重量。まともに{j}扱えれば破壊力は約束された{j}大剣。対になる剣が存在する。,"Giant and ultra-heavy. If you can handle it{j}properly, the destructive power of this Great Sword{j}is guaranteed. A paired sword exists."
229,カジキマグロを凍らせたもの。{j}最強釣り師の証でもある。{j}分類は大剣。,A frozen swordfish.{j}It is also proof of the strongest angler.{j}Classification: Great Sword.
230,ラージャンの見事な角を{j}加工し作られた金色の槍。{j}突き込む度に雷光が迅る。,Golden spear made by{j}working Rajang's splendid horn.{j}Each thrust sends lightning flashing.
231,旅の名工・森ジジが考案した{j}宝石細工の槍。実用性も高い{j}逸品。,"A Lance of jeweled craftsmanship devised by the{j}famed traveling artisan, Old Man Mori. A fine piece{j}with high practicality as well."
232,辺境のモンスターハンターは{j}いまだにこの細槍で狩猟業を{j}営んでいるという。,It is said that frontier Monster Hunters{j}still{j}make their living hunting with this slender lance.
233,ハンターの功績を称え、ギル{j}ドから贈与されるハンマー。,A Hammer awarded by the{j}Guild in honor of a Hunter's achievements.
234,鉄製の双剣。片手剣を両手に{j}構えることで、防御を捨てて{j}攻撃に特化。手数で勝負。,"Iron Dual Blades. By wielding a Sword & Shield in{j}both hands, it abandons defense and specializes in{j}attack. It wins through number of hits."
235,悠久の時を経て甦った双剣。{j}太古に作られたフォーマット{j}が脈々と受け継がれてきた証。,Dual Blades revived after ages untold.{j}Proof that a format{j}crafted in ancient times was passed down unbroken.
236,肉を裂くことを徹底して突き{j}詰め、特異な形状に進化した{j}双剣。左右でバランスが違う。,"Dual Blades honed to perfection for rending flesh,{j}evolved into a bizarre shape. Their left and right{j}differ in balance."
237,高い攻撃力を誇る双剣。重量{j}に任せて振り回せば遠心力で{j}強力な攻撃を行うことが可能。,Dual Blades boasting high Attack. Swinging them{j}with their full weight allows centrifugal force to{j}deliver powerful attacks.
238,肉を裂くことを徹底して突き{j}詰め、特異な形状に進化した{j}双剣。左右でバランスが違う。,"Dual Blades honed to perfection for rending flesh,{j}evolved into a bizarre shape. Their left and right{j}differ in balance."
239,片手用の武器を、両手に２つ{j}持って戦う双剣。防御が一切{j}できない分、手数で圧倒する。,"Dual Blades wielding two one-handed{j}weapons, one in each hand. Unable to{j}guard, they overwhelm with attacks."
240,片手用の武器を、両手に２つ{j}持って戦う双剣。防御が一切{j}できない分、手数で圧倒する。,"Dual Blades wielding two one-handed{j}weapons, one in each hand. Unable to{j}guard, they overwhelm with attacks."
241,街を守護する騎士の儀礼用装{j}備。儀礼用と侮る無かれ、そ{j}の切っ先は飛竜の甲殻を穿つ。,"Ceremonial gear of the knights who guard the city.{j}Do not scorn it as ceremonial, for its tip pierces{j}Flying Wyvern carapace."
242,イャンガルルガの素材から作{j}られた黒き扇。一度振るえば{j}瞬く間に周囲一切を切り刻む。,A black fan made{j}from Yian Garuga materials. A single swing{j}shreds everything around it in an instant.
243,街を守護する騎士の儀礼用装{j}備。儀礼用と侮る無かれ、そ{j}の切っ先は飛竜の甲殻を穿つ。,"Ceremonial gear of the knights who guard the city.{j}Do not scorn it as ceremonial, for its tip pierces{j}Flying Wyvern carapace."
244,遠方の街の工房で開発された{j}機械双剣。その技術は多くの{j}鍛冶工房を驚嘆させたという。,Mechanical Dual Blades developed at a workshop in a{j}distant city. Its technology is said to have{j}astonished many smithing workshops.
245,工房で金属の切断に使われて{j}いる道具が、そのまま武器に。{j}工房の精神がうかがえる一品。,"A tool used for cutting metal in the Workshop,{j}turned directly into a weapon. A piece that reveals{j}the spirit of the Workshop."
246,防御を捨て、片手剣を両手に{j}構える双剣。属性加工を施す{j}途中のもので、斬れ味は低め。,"Dual Blades that abandon defense and hold a Sword &{j}Shield in both hands. Still undergoing elemental{j}treatment, their sharpness is low."
247,防御を捨て、片手剣を両手に{j}構える双剣。属性加工を施す{j}途中のもので、斬れ味は低め。,"Dual Blades that abandon defense and hold a Sword &{j}Shield in both hands. Still undergoing elemental{j}treatment, their sharpness is low."
248,斬れ味を重視した、水属性の{j}双剣。防御力を上げる効果も、{j}ガード不可の双剣には貴重。,"A Water-element Dual Blade that prizes sharpness.{j}Its Defense-raising effect is also precious for{j}Dual Blades, which cannot guard."
249,斬れ味を重視した、水属性の{j}双剣。防御力を上げる効果も、{j}ガード不可の双剣には貴重。,"A Water-element Dual Blade that prizes sharpness.{j}Its Defense-raising effect is also precious for{j}Dual Blades, which cannot guard."
250,防御効果と高い攻撃力を兼ね{j}備えた双剣。ガードを捨て、{j}超重量の棍棒２本を振り回す。,"Dual Blades that combine a defensive effect with{j}high attack power. Casting aside the guard, you{j}swing two ultra-heavy clubs."
251,防御効果と高い攻撃力を兼ね{j}備えた双剣。ガードを捨て、{j}超重量の棍棒２本を振り回す。,"Dual Blades that combine a defensive effect with{j}high attack power. Casting aside the guard, you{j}swing two ultra-heavy clubs."
252,素材の入手難度と加工手順の{j}複雑さから、世に出回ること{j}の滅多にない双剣。無属性。,"Due to the difficulty of obtaining materials and{j}the complexity of the crafting process, these Dual{j}Blades rarely appear in the world. Non-elemental."
253,素材の入手難度と加工手順の{j}複雑さから、世に出回ること{j}の滅多にない双剣。無属性。,"Due to the difficulty of obtaining materials and{j}the complexity of the crafting process, these Dual{j}Blades rarely appear in the world. Non-elemental."
254,火竜の一族が持つ強力な火の{j}属性により、単発の攻撃力を{j}高めた双剣。,"Thanks to the powerful Fire{j}element of the Fire Dragon tribe, these Dual Blades{j}enhance single-hit attack power."
255,火竜の一族が持つ強力な火の{j}属性により、単発の攻撃力を{j}高めた双剣。,"Thanks to the powerful Fire{j}element of the Fire Dragon tribe, these Dual Blades{j}enhance single-hit attack power."
256,火竜の一族が持つ強力な火の{j}属性により、単発の攻撃力を{j}高めた双剣。,"Thanks to the powerful Fire{j}element of the Fire Dragon tribe, these Dual Blades{j}enhance single-hit attack power."
257,盾を廃し、両手に武器を持つ{j}のが双剣の戦い方。龍属性の{j}斬撃が、左右から標的を襲う。,Discarding the shield and wielding a weapon in each{j}hand is how Dual Blades fight. Dragon-element{j}slashes assail the target from both sides.
258,盾を廃し、両手に武器を持つ{j}のが双剣の戦い方。龍属性の{j}斬撃が、左右から標的を襲う。,Discarding the shield and wielding a weapon in each{j}hand is how Dual Blades fight. Dragon-element{j}slashes assail the target from both sides.
259,刃身に凄まじい熱気を帯びた{j}儀礼用大剣。軽く振っただけ{j}で、灼熱の火炎が舞い上がる。,A ceremonial Great Sword whose blade is charged{j}with tremendous heat. Just a light swing sends{j}searing flames dancing up.
260,刃身に凄まじい熱気を帯びた{j}儀礼用大剣。軽く振っただけ{j}で、灼熱の火炎が舞い上がる。,A ceremonial Great Sword whose blade is charged{j}with tremendous heat. Just a light swing sends{j}searing flames dancing up.
261,灼熱の蒼い炎をまとった大剣。{j}荒ぶる煌きに魅入られた者は、{j}例外なくその刃の餌食となる。,A Great Sword wrapped in searing blue flame.{j}Those beguiled by its raging brilliance{j}become prey to that blade without exception.
262,融点が異常に高い鉱物を使用。{j}熱した状態で振り回し、対象{j}を溶かすという恐ろしい鎚。,"A terrifying hammer made from a mineral with an{j}abnormally high melting point. Swung while{j}heated, it melts whatever it strikes."
263,飛竜の血をどれだけ浴びても{j}汚れることのない純白の角槍。{j}槍身には常に霜が降りている。,"No matter how much Wyvern blood it bathes in,{j}a pure white horn lance that never gets dirty.{j}The shaft is always covered in frost."
264,これまで規格外品扱いだった{j}素材も、技術の進歩で次々と{j}加工可能に。強力な片手剣。,"Materials once deemed substandard can now, thanks{j}to technological progress, be processed one after{j}another. A powerful Sword & Shield."
265,ハンターの功績を称え、ギル{j}ドから贈与されるハンマー。,A Hammer awarded by the{j}Guild in honor of a Hunter's achievements.
266,一角竜の誇りとも言うべき{j}真紅の角を加工した大鎌。{j}誇りは二度と折れはしない。,A great scythe crafted from the crimson horn said{j}to be the very pride of the Monoblos. Its pride{j}will never break again.
267,心すら凍てつかせる白き大鎌。{j}白銀の角を用いた一刃であり、{j}その強度は鋼鉄すら軽く凌ぐ。,"A white scythe that chills even the heart.{j}A single blade forged from silver horns,{j}its strength easily surpasses even steel."
268,イャンガルルガの素材から作{j}られた黒き曲刀。孤高の刃は{j}近寄る者全てを両断する。,A black curved sword made{j}from Yian Garuga materials. Its proud{j}blade severs all who draw near.
269,炎龍の力を秘めた紅蓮の大剣。{j}気品ある姿とは裏腹に、一度{j}振れば四方一里は焦土と化す。,Crimson Great Sword imbued with Flame{j}Dragon power. One swing scorches a league{j}in every direction.
270,工房の職人会心の作。刃には{j}特別な装飾が施され、優秀な{j}ハンターにのみ手渡される。,A masterpiece by the workshop artisan. The blade{j}bears special ornamentation and is given only to{j}the most skilled Hunters.
271,炎妃龍の力を秘めた蒼き麗刀。{j}斬られた相手は、蒼白き炎に{j}包まれ、瞬きの間に塵と化す。,A beautiful blue blade hiding Lunastra's power.{j}Those it cuts are wrapped in pale-blue flames and{j}turn to dust in an instant.
272,炎妃龍の力を秘めた蒼き麗刀。{j}斬られた相手は、蒼白き炎に{j}包まれ、瞬きの間に塵と化す。,A beautiful blue blade hiding Lunastra's power.{j}Those it cuts are wrapped in pale-blue flames and{j}turn to dust in an instant.
273,悠久の時を経て甦ったギルド{j}創成期の太刀。荒削りながら{j}も加工技術に遜色はない。,"A Long Sword revived from the Guild's{j}founding age. Though rough-hewn,{j}its craftsmanship is second to none."
274,ふらりと現れた東方風の男が{j}鍛えた見事な刀。その後男は{j}製造法だけを残し姿を消した。,"A splendid sword forged by an oriental man who{j}appeared out of nowhere. Afterwards, the man left{j}only the manufacturing method and vanished."
275,ギアノスを素材とした{j}美しい大剣。黄金の牙が獲物{j}を斬り裂く。,A beautiful Great Sword{j}made from Giaprey materials. Its golden fangs tear{j}through prey.
276,刃そのものではなく、斬撃の{j}瞬間に噴出する超高圧水流で{j}対象を裂く。加工技術の結晶。,"A super-high-pressure water jet erupts at{j}the instant of the slash, cutting the{j}target. A processing marvel."
277,極秘の精製過程を経て調合さ{j}れた薬品により、強烈な毒を{j}持つに至った暗殺用の武器。,"An assassination weapon that came to hold a{j}virulent poison, thanks to a compound prepared{j}through a top-secret refining process."
278,ある革命に用いられ、歴史の{j}闇の中で活躍した大斧。長く{j}置いた場所には血の跡がつく。,A great axe used in a certain revolution and{j}wielded in the darkness of history. Bloodstains{j}form on any spot where it is left for long.
279,刃そのものではなく、斬撃の{j}瞬間に噴出する超高圧水流で{j}対象を裂く。加工技術の結晶。,"A super-high-pressure water jet erupts at{j}the instant of the slash, cutting the{j}target. A processing marvel."
280,刀そのものが龍を憎んでいる{j}と言われる妖刀。大型の飛竜{j}をも一太刀で斬り捨てる。,A cursed blade said to hate{j}dragons itself. It cuts down even a large{j}wyvern with a single stroke.
281,桜花にも似た淡い桃色の大剣。{j}重量に比例した多大な攻撃力{j}を誇る、一撃必殺の巨大武器。,Pale pink Great Sword like cherry{j}blossoms. Its immense weight-proportional{j}power fells foes in one blow.
282,闇夜を映したような蒼色の剣。{j}重量に比例した多大な攻撃力{j}を誇る、一撃必殺の巨大武器。,A blue sword that seems to reflect the dark night.{j}A giant weapon of one-hit kills that boasts immense{j}attack power proportional to its weight.
283,鋼龍の素材を古の大剣に組み{j}合わせ、打ち上げた鋼大剣。{j}鋭い凍気を、その刀身に纏う。,A steel Great Sword forged by combining Kushala{j}Daora's materials with an ancient Great Sword. Its{j}blade is cloaked in a biting chill.
284,鋼龍の素材を古の大剣に組み{j}合わせ、打ち上げた鋼大剣。{j}鋭い凍気を、その刀身に纏う。,A steel Great Sword forged by combining Kushala{j}Daora's materials with an ancient Great Sword. Its{j}blade is cloaked in a biting chill.
285,ふらりと現れた東方風の男が{j}鍛えた見事な刀。その後男は{j}製造法だけを残し姿を消した。,"A splendid sword forged by an oriental man who{j}appeared out of nowhere. Afterwards, the man left{j}only the manufacturing method and vanished."
286,カミソリの名の通り、斬れ味{j}と威力が格段に強化された。{j}刃には猛毒がしこまれている。,"As its name suggests, the Razor's sharpness{j}and power have been greatly enhanced.{j}The blade is laced with deadly poison."
287,絶一門との対決に敗れた滅の{j}継承者が鍛えた大剣。再興へ{j}の想いが奇跡的な力を生んだ。,"A Great Sword forged by the heir of Ruin, who lost{j}a duel against the Peerless School. The wish for{j}revival gave birth to miraculous power."
288,訓練所で流した血と汗の結晶。{j}あの熱き日々が胸に去来する。{j}教官は元気にしてるだろうか。,Training School sweat and blood.{j}Those passionate days come flooding back.{j}I wonder if the Instructor is well.
289,訓練所で優秀な結果を残した{j}者に贈られる大剣。なぜか{j}≪よくやった≫と彫ってある。,A Great Sword awarded to{j}those who earned excellent results at the training grounds. For some reason it is engraved with{j}≪Well Done≫.
290,大剣としての機能は果たして{j}いない風化した武器。{j}復元加工していくと…。,A weathered weapon that does not{j}fulfill its function as a Great Sword.{j}As you restore it...
291,大剣としての機能は果たして{j}いない風化した武器。{j}復元加工していくと…。,A weathered weapon that does not{j}fulfill its function as a Great Sword.{j}As you restore it...
292,堅甲なる盾蟹の爪を加工して{j}作られた豪快な大鎌。巨爪は{j}獲物の皮を裂き、肉を喰らう。,An impressive scythe crafted from the claws of a{j}Daimyo Hermitaur. Its giant claw tears the hide of{j}prey and devours the flesh.
293,何者かの手で剣に加工された、{j}素材不明の板。刻まれた碑文{j}に込められた意味とは…？,"A board of unknown material, worked into a sword by{j}someone's hand. What could the meaning held in the{j}inscription carved upon it be...?"
294,狩りの際に用いられる巨大笛。{j}その音色は狩人達の心を鼓舞{j}し秘められた力を解放させる。,A giant flute used during hunts.{j}Its tone inspires{j}the hearts of hunters and releases hidden power.
295,コンガ種の毛を多数使用。{j}陽気なリズムは魂を揺さぶり、{j}聞けば聞くほど力が湧く。,"Uses large amounts of Conga fur.{j}Its cheerful rhythm stirs the soul,{j}and the more you hear it, the more power wells up."
296,巨大な虫の羽を幾重にも重ね{j}た狩猟笛。その共鳴により、{j}羽音にも似た音色を奏でる。,"A Hunting Horn layered with countless giant insect{j}wings. Through their resonance, it plays tones akin{j}to the hum of wings."
297,巨大な虫の羽を幾重にも重ね{j}た狩猟笛。その共鳴により、{j}羽音にも似た音色を奏でる。,"A Hunting Horn layered with countless giant insect{j}wings. Through their resonance, it plays tones akin{j}to the hum of wings."
298,ハンマーを初めて狩りに用い{j}た老人。その実力を上回った{j}という弟子が使った金色の鎚。,A golden hammer wielded by the apprentice{j}of the old man who first hunted with a{j}Hammer. The student surpassed his master.
299,ガンハンマの正規品。{j}技術の向上の成果で、攻撃力、{j}火力ともに増強が図られた。,"An official Gun Hammer. Thanks to advances in{j}technology, both attack power and{j}firepower have been increased."
300,属性こそ持たないが、非常識{j}な破壊力を持つ戦鎚。{j}飛竜の頭蓋をもあっさり砕く。,"A warhammer with no element, but with absurd{j}destructive power. It easily crushes even the skull{j}of a Flying Wyvern."
301,属性こそ持たないが、非常識{j}な破壊力を持つ戦鎚。{j}飛竜の頭蓋をもあっさり砕く。,"A warhammer with no element, but with absurd{j}destructive power. It easily crushes even the skull{j}of a Flying Wyvern."
302,希少鉱石を用いてより威力を{j}増した狩猟笛。軽快な音色は{j}聞く者に勇気を与える。,A Hunting Horn that uses rare ore to further{j}boost its power. Its lively tone{j}gives courage to all who hear it.
303,龍を倒すたび、その色がより{j}濃い群青に染まっていく棍棒。{j}龍殺しに特化した属性は脅威。,A club that becomes a deeper ultramarine blue each{j}time it defeats a dragon. Its element specialized{j}in dragon slaying is a threat.
304,恐ろしいフルフルの口を模し{j}た不気味な竜笛。忘れる事の{j}できない形状と音色を持つ。,An eerie wyvern flute modeled after{j}Khezu's frightful mouth. Its shape and tone are{j}impossible to forget.
305,工房が新発表した、大人気の{j}クックハンマー新バージョン。{j}予約限定生産で入手困難必至。,"A new version of the hugely popular Cook Hammer,{j}newly announced by the Workshop. Limited to{j}pre-orders, so it will be extremely hard to obtain."
306,超硬度の結晶を集めて作られ{j}た武器。本来は天文学的価格{j}だが、ギルドの厚意で提供。,"A weapon crafted from gathered ultra-hard crystals.{j}It would normally carry an astronomical price, but{j}the Guild provides it out of goodwill."
307,幻想的な音色を奏でる狩猟笛。{j}西方の大砂漠を治める国には{j}似た形の秘宝があるという。,A Hunting Horn that plays fantastical tones. It is{j}said that a country ruling the great western desert{j}has a secret treasure of similar shape.
308,訓練所で流した血と汗の結晶。{j}あの熱き日々が胸に去来する。{j}たまには顔を出してあげよう。,Training School sweat and blood.{j}Those passionate days come flooding back.{j}I should visit and show my face sometime.
309,訓練所で優秀な成績を残した{j}者に贈られる大鎚。なぜか{j}≪グッジョブ≫と彫ってある。,A Hammer awarded to{j}those who earned excellent results at the training grounds. For some reason it is engraved with{j}≪Good Job≫.
310,ハンマーとしての機能は果た{j}していない風化した武器。{j}復元加工していくと…。,A weathered weapon that no longer{j}functions as a Hammer.{j}Keep restoring it and...
311,ハンマーとしての機能は果た{j}していない風化した武器。{j}復元加工していくと…。,A weathered weapon that no longer{j}functions as a Hammer.{j}Keep restoring it and...
312,幻想的な音色を奏でる狩猟笛。{j}西方の大砂漠を治める国には{j}似た形の秘宝があるという。,A Hunting Horn that plays fantastical tones. It is{j}said that a country ruling the great western desert{j}has a secret treasure of similar shape.
313,未使用で発見された古代の鎚。{j}まるで生きているかのように、{j}核が脈動するのがわかる。,"An ancient hammer found unused.{j}As though it were alive,{j}you can feel its core pulsing."
314,陽気なリズムを奏でる鼓笛。{j}賑やかな音色はまるで酒場に{j}居るかのような気分にさせる。,A fife and drum that plays a cheerful rhythm.{j}The lively tone makes you feel as if you're{j}in a tavern.
315,赤いフルフルの皮をグルグル{j}と巻き、さらに不気味さを増{j}した真っ赤な狩猟笛。,"A bright red Hunting Horn wrapped{j}tightly with Red Khezu hide, making it even{j}more eerie."
316,古の文献を元に形作られた鐘。{j}非常に重量があり、殴られた{j}者が原型を保つことは不可能。,A bell shaped from ancient records.{j}So heavy that anyone struck{j}by it cannot keep their original form.
317,極東の技法により不思議な{j}調べを奏でる大笛。龍を呼ぶ{j}ための道具であるという。,A great flute that plays a mysterious melody{j}through Far Eastern techniques. It is said to be a{j}tool for summoning dragons.
318,ダークランスの究極進化形。{j}巨大昆虫の神経毒を、攻撃時{j}に直接注入する構造。,"Dark Lance's ultimate evolved form.{j}A structure that, at the time of attack{j}, directly injects a giant insect's neurotoxin."
319,ガトリングランスの正規品。{j}その攻撃力と火属性は、高い{j}技術力の裏付けがあってこそ。,An authentic Gatling Lance.{j}Its attack power and Fire element are{j}backed by superior technical skill.
320,竜操術の真相に迫るも行方{j}不明となった≪鉄騎≫傭兵団{j}団長の槍。この上なく鋭い。,"The lance of the{j}leader of the ≪Iron Cavalry≫ mercenary corps, whose whereabouts{j}became unknown while pursuing the truth of the Dragon Control Art. It is exceptionally sharp."
321,イャンガルルガの素材から作{j}られた黒き槍。鋭く尖った槍{j}先はあらゆる守りを突き崩す。,A black Lance made{j}from Yian Garuga materials. Its sharp{j}point pierces through any defense.
322,黒きを滅ぼすという名の龍槍。{j}龍を見つけると脈打ち、その{j}接近を所有者に知らせる。,"A dragon lance named for the destruction of{j}blackness. It pulses when it senses a dragon,{j}telling its owner of its approach."
323,ブロスホーンの進化形。{j}その存在自体が災厄とされる、{j}黒き角竜の素材を使った大槍。,"Evolved form of Blos Horn. Its very existence is{j}considered a calamity, a great spear made from the{j}materials of the Black Horned Wyvern."
324,突き刺せば大地も凍る鋼龍槍。{j}振るいし者が倒れた大地は{j}命を育まぬ永久凍土と化す。,A Steel Dragon Lance that freezes even the earth{j}when thrust. The earth where the wielder falls{j}turns into permafrost that nurtures no life.
325,突き刺せば大地も凍る鋼龍槍。{j}振るいし者が倒れた大地は{j}命を育まぬ永久凍土と化す。,A Steel Dragon Lance that freezes even the earth{j}when thrust. The earth where the wielder falls{j}turns into permafrost that nurtures no life.
326,最先端の加工技術を結集し、{j}高い火属性と武器としての{j}威力を徹底追求した珠玉の槍。,"Bringing together the most advanced processing{j}technology, High Fire element and as a weapon A gem{j}of a spear in relentless pursuit of power."
327,最先端の加工技術を結集し、{j}高い火属性と武器としての{j}威力を徹底追求した珠玉の槍。,"Bringing together the most advanced processing{j}technology, High Fire element and as a weapon A gem{j}of a spear in relentless pursuit of power."
328,際限なく雷を放つ槍。{j}〜万雷を束ね一刃と為し{j}　万象一切を塵へと還さん〜,"A lance that looses lightning without end.{j}~Gathering countless bolts into a single blade,{j}to return all creation to dust~"
329,鎧竜の耐火能力に工房が着目。{j}火属性の武器として生まれ変{j}わった、扱う者を選ぶ巨大槍。,"The workshop took note of the Gravios's fire{j}resistance. Reborn as a Fire element weapon, a{j}giant lance that chooses its wielder."
330,訓練所で流した血と汗の結晶。{j}熱き日々が胸に去来する。{j}あのころが懐かしい。,The crystallized blood and sweat shed at the{j}Training School. Those passionate days come{j}flooding back. I miss those days.
331,訓練所で優秀な結果を残した{j}者に贈られるランス。なぜか{j}≪お疲れさま≫と彫ってある。,A Lance awarded to{j}those who earned excellent results at the training grounds. For some reason it is engraved with{j}≪Good Work≫.
332,ランスとしての機能は果たし{j}ていない風化した武器。{j}復元加工していくと…。,A weathered weapon that does not{j}function as a Lance. As you{j}restore it...
333,ランスとしての機能は果たし{j}ていない風化した武器。{j}復元加工していくと…。,A weathered weapon that does not{j}function as a Lance. As you{j}restore it...
334,灼熱の火炎を噴き出す猛き槍。{j}王者に相応しき者が振った時{j}槍は応え、真の力を現す。,"A fierce lance that spews scorching flames.{j}When swung by one worthy of a king,{j}the lance answers and reveals its true power."
335,未使用で発見された古代の槍。{j}そびえ立つという表現の相応{j}しい、まさに天を突く武器。,"An ancient lance found unused.{j}A weapon truly worthy of the word towering,{j}one that pierces the heavens."
336,巨龍を退けし者のみが振るう{j}事を許された朱色の戟槍。{j}振るえば古龍をも一蹴する。,"A crimson halberd that only those who have repelled{j}the Giant Dragon are permitted to wield. When{j}swung, it can even repulse Elder Dragons."
337,鎧竜の耐火能力に工房が着目。{j}火属性の武器として生まれ変{j}わった、扱う者を選ぶ巨大槍。,"The workshop took note of the Gravios's fire{j}resistance. Reborn as a Fire element weapon, a{j}giant lance that chooses its wielder."
338,鎌蟹の爪を利用した斬れ味{j}鋭い武器。二刀六刃の{j}ブレードが獲物に襲いかかる。,A sharp weapon made from the claws of a Shogun{j}Ceanataur. Its six-edged twin blades assail the{j}prey.
339,鎌蟹の爪を利用した斬れ味{j}鋭い武器。二刀六刃の{j}ブレードが獲物に襲いかかる。,A sharp weapon made from the claws of a Shogun{j}Ceanataur. Its six-edged twin blades assail the{j}prey.
340,権力者の依頼で危険な冒険に{j}出る際に授けられた剣。特殊{j}な加工で刀身に水気をおびる。,A sword granted to one setting out on a dangerous{j}adventure at the request of the powerful. Special{j}treatment gives the blade a sheen of moisture.
341,想像を絶する毒性を持つ小斧。{j}耐性のない者は、近づくだけ{j}でその瘴気に冒されるという。,A hatchet of unfathomable toxicity.{j}Those without resistance need only draw near{j}to fall ill from its miasma.
342,自在に風を呼び、雷を操ると{j}言われる片手剣。扱う者の{j}呼吸と同調してにぶく輝く。,A Sword & Shield said to summon the wind and{j}command the lightning at will. It glows dimly in{j}tune with the breathing of its wielder.
343,龍を討ち祓う力を秘めた双刀。{j}一対の刃は、互いにその力を{j}高めあい更なる力を引き出す。,"Dual Blades holding the power to slay and purge{j}dragons. The paired blades amplify each other's{j}strength, drawing out even greater power."
344,黒きを滅ぼすという名の龍剣。{j}龍の唸りに呼応して振動し、{j}その威力を数倍に増すという。,"A dragon sword named for the destruction of blackness. It vibrates in answer to{j}a dragon's roar,{j}and is said to multiply its power severalfold."
345,角竜の怨念が宿ると言われる{j}棍棒。常に角竜がそばにいる{j}かのような気配を漂わせる。,A club made from a horn said to harbor Diablos's{j}grudge. It gives off a presence as if Diablos is{j}always at your side.
346,紅き刃に猛毒を秘めし双剣。{j}斬られた獲物は気づかぬ内に{j}力を失い、自らの血沼に沈む。,Crimson Dual Blades hiding deadly poison.{j}Slashed prey loses strength and sinks into{j}its own blood.
347,大きな爪を使った赤き双剣。{j}両手に携え、獲物を狩る姿{j}はドスランポスそのもの。,"Crimson Dual Blades crafted using great claws.{j}Wielded in both hands, their prey-hunting form{j}is a Velocidrome itself."
348,わずかながらも毒の属性を{j}持つ双剣。攻撃の際は{j}鋸を引くように斬るのがコツ。,"Dual Blades that have a slight{j}poison attribute. When attacking,{j}the trick is to slash as if drawing a saw."
